1928|Gladiator|77|201
1928|Chocolat|62|117
1928|Crouching Tiger, Hidden Dragon|97|158
1928|Erin Brockovich|84|148
1928|Traffic|92|163
1928|A Beautiful Mind|74|212
1928|Gosford Park|86|160
1928|In the Bedroom|93|139
1928|The Lord of the Rings: The Fellowship of the Ring|91|235
1928|Moulin Rouge!|76|200
1928|Chicago|86|257
1928|Gangs of New York|73|215
1928|The Hours|79|195
1928|The Lord of the Rings: The Two Towers|95|255
1928|The Pianist|95|183
1928|The Lord of the Rings: The Return of the King|93|275
1928|Lost in Translation|95|232
1928|Master and Commander: The Far Side of the World|85|218
1928|Mystic River|88|206
1928|Seabiscuit|77|206
1928|Million Dollar Baby|90|271
1928|The Aviator|86|227
1928|Finding Neverland|83|208
1928|Ray|79|207
1928|Sideways|97|233
1928|Crash|74|242
1928|Brokeback Mountain|87|246
1928|Capote|89|197
1928|Good Night, and Good Luck|93|226
1928|Munich|78|211
1928|The Departed|90|282
1928|Babel|69|202
1928|Letters from Iwo Jima|91|204
1928|Little Miss Sunshine|91|218
1928|The Queen|90|10
1928|No Country for Old Men|93|288
1928|Atonement|83|218
1928|Juno|94|216
1928|Michael Clayton|91|205
1928|There Will Be Blood|91|243
1928|Slumdog Millionaire|91|289
1928|The Curious Case of Benjamin Button|71|258
1928|Frost/Nixon|93|258
1928|Milk|93|245
1928|The Reader|63|204
1928|The Hurt Locker|97|289
1928|Avatar|82|319
1928|The Blind Side|66|206
1928|District 9|90|314
1928|An Education|93|196
1928|Inglourious Basterds|89|332
1928|Precious: Based on the Novel 'Push' by Sapphire|92|238
1928|A Serious Man|89|225
1928|Up|98|298
1928|Up in the Air|90|288
1928|The King's Speech|94|298
1928|127 Hours|93|237
1928|Black Swan|85|314
1928|The Fighter|91|253
1928|Inception|87|360
1928|The Kids Are All Right|92|225
1928|The Social Network|96|327
1928|Toy Story 3|98|309
1928|True Grit|95|275
1928|Winter's Bone|94|175
1928|The Artist|95|319
1928|The Descendants|87|268
1928|Extremely Loud & Incredibly Close|45|190
1928|The Help|76|230
1928|Hugo|93|228
1928|Midnight in Paris|93|224
1928|Moneyball|94|267
1928|The Tree of Life|84|289
1928|War Horse|74|238
1928|Argo|96|358
1928|Amour|93|224
1928|Beasts of the Southern Wild|86|206
1928|Django Unchained|87|291
1928|Life of Pi|86|253
1928|Lincoln|89|284
1928|Les Misérables|70|256
1928|Silver Linings Playbook|92|260
1928|Zero Dark Thirty|91|301
1928|12 Years a Slave|95|371
1928|American Hustle|92|293
1928|Captain Phillips|93|279
1928|Dallas Buyers Club|93|261
1928|Gravity|95|355
1928|Her|94|282
1928|Nebraska|91|251
1928|Philomena|91|200
1928|The Wolf of Wall Street|79|286
1928|Birdman or (The Unexpected Virtue of Ignorance)|91|354
1928|American Sniper|72|298
1928|Boyhood|97|325
1928|The Grand Budapest Hotel|92|310
1928|The Imitation Game|89|284
1928|Selma|99|312
1928|The Theory of Everything|80|271
1928|Whiplash|94|297
1928|Spotlight|97|371
1928|The Big Short|89|329
1928|Bridge of Spies|90|309
1928|Brooklyn|97|275
1928|Mad Max: Fury Road|97|426
1928|The Martian|91|379
1928|The Revenant|78|400
1928|Room|93|316
1928|Moonlight|98|390
1928|Arrival|94|431
1928|Fences|92|269
1928|Hacksaw Ridge|84|280
1928|Hell or High Water||0
1928|Hidden Figures|93|318
1928|La La Land|91|464
1928|Lion|84|266
1928|Manchester by the Sea|96|351
1928|The Shape of Water|92|454
1928|Call Me by Your Name|94|359
1928|Darkest Hour|84|315
1928|Dunkirk|92|461
1928|Get Out|98|394
1928|Lady Bird|99|395
1928|Phantom Thread|91|353
1928|The Post|88|401
1928|Three Billboards Outside Ebbing, Missouri|90|407
1928|Green Book|77|358
1928|Black Panther|96|521
1928|BlacKkKlansman|96|444
1928|Bohemian Rhapsody|60|407
1928|The Favourite|93|416
1928|Roma|95|396
1928|A Star Is Born|90|525
1928|Vice|65|366
1928|Parasite||0
1928|1917||0
1928|Ford v Ferrari|92|347
1928|The Irishman|95|451
1928|Jojo Rabbit|80|421
1928|Joker|68|583
1928|Little Women|95|419
1928|Marriage Story|94|388
1928|Once Upon a Time in Hollywood|85|564
1928|Nomadland|94|408
1928|The Father|98|238
1928|Judas and the Black Messiah|96|334
1928|Mank|82|334
1928|Minari|98|296
1928|Promising Young Woman|90|386
1928|Sound of Metal|97|270
1928|The Trial of the Chicago 7|89|325
